Specified Values,Specified Attribute Names,Class,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count,Epoch Complete
"0.0, 1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_3, R_0, R_2, R_7",0.0,0.17490122876598085,0.84,1,43.54267779592245,9976,7191,0.3,0.00031920918781178846,42,50,False
"0.0, 1.0, 1.0, 0.0, 1.0","A_0, A_2, A_3, R_7, R_8",0.0,0.10142702300277165,0.7954545454545454,1,54.66559801123477,9948,7191,0.25,0.00040075075823761236,70,88,False
"0.0, 1.0, 1.0, 0.0, 0.0","A_1, A_2, R_1, R_2, R_10",0.0,0.0773562625552248,0.7741935483870968,1,41.336300385592224,9944,7192,0.25,0.0003030343456383532,72,93,False
"1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_2, R_3, R_8, R_10",0.0,1.0,1.0,1,42.355564748800006,9750,7192,0.4,0.00031050652158191736,15,15,False
"1.0, 1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_11, R_13, R_14",0.0,0.0880842279823248,0.7843137254901961,1,42.197105775256375,9788,7193,0.3,0.0003093448667915661,40,51,False
"0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_2, A_3, R_0, R_4",0.0,1.0,1.0,9,49.98065228814467,9950,7195,0.25,0.0032976509042874007,101,101,False
"0.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_1, R_14, R_15",0.0,0.16917666206614587,0.8372093023255814,1,52.903130085245465,9923,7197,0.3,0.00038783019423747965,36,43,False
"1.0, 0.0, 0.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_8, R_9, R_14",1.0,1.0,1.0,4,48.92320007429914,9960,7200,0.3,0.0014346141074799111,43,43,False
"1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_8, R_9",0.0,1.0,1.0,8,53.76492104705028,9998,7201,0.25,0.003153183524565135,78,78,False
"0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_1, R_2, R_3, R_13",1.0,1.0,1.0,1,52.464789627699204,9429,7208,0.4,0.00038461674232039304,17,17,False
"1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0","A_1, A_2, A_3, R_0, R_1, R_11, R_15",0.0,0.056313514709472656,0.75,1,43.6070319104,9867,7221,0.35,0.00031968096459848505,12,16,False
"0.0, 1.0, 1.0, 0.0, 0.0, 1.0","A_0, A_1, A_3, R_2, R_6, R_7",1.0,0.08101311022241207,0.7777777777777778,1,38.860367913890734,9934,7241,0.3,0.0002848834088247547,35,45,False
"1.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, A_3, R_9, R_10",1.0,0.1043958947204042,0.797752808988764,1,46.83389162184315,9979,7242,0.25,0.00034333691135720294,71,89,False
"1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, A_3, R_1, R_7, R_9, R_11",1.0,1.0,1.0,2,50.88875441914558,9920,7254,0.35,0.0007461258144491152,25,25,False
"0.0, 1.0, 1.0, 0.0","A_1, A_2, A_3, R_11",0.0,0.08388053967748667,0.7804878048780488,1,45.28280271942863,9972,7258,0.2,0.00033196595638093407,128,164,False
"0.0, 1.0, 1.0, 1.0","A_0, A_1, A_3, R_7",1.0,0.15592736501909865,0.8304093567251462,2,42.00457971647076,9994,7262,0.2,0.0006158669358146718,142,171,False
"0.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_2, A_3, R_0, R_7, R_11",0.0,0.13055123127828835,0.8157894736842105,1,50.61567143445264,9551,7267,0.3,0.00037106094955540353,31,38,False
"0.0, 0.0, 0.0, 1.0","A_0, A_2, A_3, R_0",1.0,0.09951155538935641,0.793939393939394,1,40.78880553256634,9999,7274,0.2,0.00029902068832070674,131,165,False
"0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_0, R_9, R_15",1.0,1.0,1.0,3,40.872330294001074,9999,7274,0.35,0.0008988990124772487,29,29,False
"0.0, 1.0, 1.0, 0.0, 1.0","A_2, A_3, R_5, R_12, R_13",1.0,0.18611896405630288,0.8452380952380952,1,44.3803762688629,9993,7275,0.25,0.0003253503133170172,71,84,False
"0.0, 1.0, 0.0, 1.0, 0.0, 1.0","A_2, A_3, R_2, R_5, R_12, R_13",1.0,0.12086380610771207,0.8095238095238095,1,42.1905236010681,9993,7275,0.3,0.000309296613202604,34,42,False
"1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_10, R_11, R_12",1.0,1.0,1.0,1,52.45630891343872,9671,7276,0.35,0.0003845545706293491,18,18,False
"0.0, 1.0, 1.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_3, R_7, R_14",1.0,0.1220952149339435,0.8103448275862069,1,49.92136682676789,9934,7283,0.3,0.0003659710372869902,47,58,False
"0.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_2, A_3, R_7, R_13, R_15",1.0,0.10737418240000006,0.8,1,50.721819415870286,9907,7283,0.3,0.0003718391150852084,44,55,False
"1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_7, R_11, R_15",0.0,1.0,1.0,1,54.911770894051116,9990,7301,0.35,0.00040255543929910764,28,28,False
"0.0, 0.0, 0.0, 1.0, 1.0","A_0, A_2, A_3, R_0, R_4",1.0,1.0,1.0,6,44.64937064961735,9975,7310,0.25,0.0019639337858141375,86,86,False
"1.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_2, A_3, R_3, R_8, R_12",0.0,1.0,1.0,3,46.630553284693534,9986,7327,0.3,0.0010255387446071525,35,35,False
"1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_6, R_11, R_13, R_14, R_15",1.0,0.0009765625,0.5,1,45.32,8814,7329,0.45,0.0003322386477798334,3,6,False
"1.0, 1.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_12",1.0,1.0,1.0,8,35.94023977361227,9981,7339,0.25,0.0021078087666845415,94,94,False
"0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_3, R_7, R_8, R_11, R_14, R_15",0.0,1.0,1.0,1,47.05696,9251,7342,0.4,0.0003449722144534358,9,9,False
"0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0","A_1, A_2, A_3, R_0, R_5, R_8, R_9, R_12",0.0,1.0,1.0,1,45.3872,9915,7344,0.4,0.0003327312876106102,8,8,False
"0.0, 0.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_0, R_2",0.0,1.0,1.0,1,42.97312735672644,9950,7345,0.3,0.0003150338420977352,41,41,False
"1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_2, R_12, R_14, R_15",0.0,1.0,1.0,1,44.160000000000004,9228,7370,0.4,0.00032373474593904334,6,6,False
"1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_4, R_5, R_6, R_13",1.0,0.0005326116432003377,0.47058823529411764,1,58.3990031753216,9833,7378,0.4,0.0004281201643128651,8,17,False
"1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, R_6, R_8, R_11, R_12",0.0,0.12086380610771207,0.8095238095238095,1,50.19315230133846,9745,7388,0.35,0.0003679634829744908,17,21,False
"0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, A_3, R_4, R_7, R_11, R_14",1.0,0.012054376104299195,0.6428571428571429,1,49.4618043392,9725,7398,0.35,0.00036260200773182935,9,14,False
"0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_2, R_3, R_9, R_11",1.0,0.02529248908960331,0.6923076923076923,1,53.104843263999996,9945,7412,0.35,0.00038930894343758505,9,13,False
"0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_5, R_7, R_9, R_13",0.0,1.0,1.0,1,34.160000000000004,9388,7417,0.4,0.0002504252473115426,6,6,False
"1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0","A_1, A_2, A_3, R_0, R_1, R_4, R_13",1.0,0.09669935836937649,0.7916666666666666,1,38.391406455144434,9946,7418,0.35,0.00028144547588312345,19,24,False
"0.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_0, R_14",0.0,1.0,1.0,2,45.64899827986052,9971,7426,0.3,0.0006693010353488438,36,36,False
"1.0, 0.0, 0.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_9, R_11",1.0,1.0,1.0,5,39.97388208416504,9996,7443,0.3,0.001465232626892487,41,41,False
"0.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, R_0, R_15",0.0,0.07844961939716238,0.7752808988764045,1,50.65747128770233,9971,7454,0.25,0.0003713673821838473,69,89,False
"0.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_3, R_6, R_7",1.0,0.2723870401223395,0.8780487804878049,2,41.91083417140156,9994,7455,0.25,0.0006144924480331549,72,82,False
"0.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_1, R_7",1.0,0.10142702300277165,0.7954545454545454,1,50.393730429902085,9934,7456,0.25,0.000369433911178555,70,88,False
"1.0, 1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_2, A_3, R_1, R_10, R_12",1.0,0.20674080045871515,0.8541666666666666,1,55.00923351640028,9855,7465,0.3,0.00040326993289704145,41,48,False
"1.0, 1.0, 1.0, 1.0","A_1, A_2, R_6, R_7",1.0,0.09846874009910023,0.7931034482758621,1,54.32970679996855,9994,7475,0.2,0.00039828835660848125,138,174,False
"0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_2, R_5, R_6, R_7",1.0,1.0,1.0,1,53.869245073326084,9863,7487,0.35,0.00039491273477675005,18,18,False
"1.0, 1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_12, R_13, R_15",1.0,1.0,1.0,4,50.43347944519843,9886,7504,0.3,0.0014789012368671447,49,49,False
"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, R_0, R_2, R_4, R_11",0.0,0.10737418240000006,0.8,1,55.22917174217913,9851,7507,0.35,0.00040488228900312847,20,25,False
"1.0, 0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_8, R_9, R_11",1.0,1.0,1.0,5,46.15163080571964,9922,7510,0.3,0.0016916764576044127,41,41,False
"0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, R_0, R_1, R_3, R_15",0.0,1.0,1.0,1,49.522930578718714,9830,7511,0.35,0.0003630501211290395,18,18,False
"0.0, 0.0, 0.0, 1.0, 1.0, 0.0","A_0, A_2, A_3, R_0, R_4, R_13",1.0,1.0,1.0,3,45.026751026467075,9975,7522,0.3,0.0009902665627726818,37,37,False
"0.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_1, A_2, R_0, R_1, R_4, R_8",1.0,0.4393842419318117,0.9210526315789473,1,45.385653384342916,9996,7525,0.3,0.0003327199494487712,35,38,False
"0.0, 0.0, 0.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_0, R_11",1.0,1.0,1.0,2,38.75595242158225,9999,7533,0.3,0.0005682358881714938,36,36,False
"0.0, 1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_3, R_2, R_7, R_8",0.0,0.17223306942392383,0.8387096774193549,1,39.476449819717274,9976,7535,0.3,0.0002893998743877166,26,31,False
"1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_2, R_10, R_11, R_15",0.0,0.4135710011760051,0.9154929577464789,1,46.412521295775626,9905,7537,0.25,0.0003402478666231513,65,71,False
"0.0, 1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_2, R_4, R_14",1.0,0.15070665761559107,0.8275862068965517,1,39.06164182820331,9954,7543,0.3,0.00028635893779925965,24,29,False
"1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, R_0, R_3, R_6, R_8, R_12",0.0,0.023589950252244307,0.6875,1,51.951955062783995,9097,7544,0.35,0.0003808571778371144,11,16,False
"0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_2, R_2, R_6, R_8, R_9, R_10",0.0,0.23906771605510008,0.8666666666666667,1,54.11083270144,9732,7548,0.35,0.0003966838015659139,13,15,False
"0.0, 1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_3, R_3, R_4, R_6",1.0,1.0,1.0,2,46.637199772270165,9988,7553,0.3,0.0006837899465391436,37,37,False
"1.0, 0.0, 0.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_1, R_9, R_14",1.0,0.07253815028640576,0.7692307692307693,1,46.14782933507309,9960,7563,0.3,0.000338307423130168,30,39,False
"0.0, 1.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_7, R_11",0.0,1.0,1.0,2,48.571400389233865,9822,7565,0.3,0.000712149002034066,34,34,False
"1.0, 1.0, 0.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_12, R_14",1.0,1.0,1.0,1,46.926394669474746,9919,7573,0.3,0.00034401504656154176,44,44,False
"0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_1, R_3",1.0,0.06545175642365514,0.7613636363636364,1,55.33270807178944,9945,7578,0.25,0.00040564130864447477,67,88,False
"0.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_3, R_2, R_6, R_7",1.0,0.41890388788459276,0.9166666666666666,1,46.45515215387622,9895,7579,0.3,0.00034056039130649275,33,36,False
"1.0, 1.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_4, R_14",1.0,1.0,1.0,2,46.93380494598988,9966,7595,0.3,0.0006881387418542866,43,43,False
"1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0","A_1, A_2, A_3, R_4, R_7, R_8, R_12, R_13",1.0,1.0,1.0,1,48.814080000000004,9725,7596,0.4,0.0003578535730762712,10,10,False
"1.0, 0.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, R_8, R_9, R_11, R_13",0.0,0.22417745303365016,0.8611111111111112,1,50.93983067342866,9823,7597,0.3,0.00037343734468388393,31,36,False
"0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0","A_1, A_2, A_3, R_0, R_3, R_10, R_11",0.0,0.023589950252244307,0.6875,1,51.055925538816,9950,7604,0.35,0.0003742884303213612,11,16,False
"0.0, 1.0, 0.0, 1.0, 0.0, 1.0","A_2, A_3, R_4, R_5, R_12, R_13",1.0,0.29712315285660296,0.8857142857142857,1,45.3598503693948,9993,7606,0.3,0.00033253078883987877,31,35,False
"0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_0, R_1, R_14, R_15",0.0,1.0,1.0,1,49.2891440128,9827,7615,0.4,0.00036133624353570487,14,14,False
"0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0","A_0, A_2, A_3, R_0, R_2, R_6, R_14",0.0,1.0,1.0,1,53.703155200000005,9931,7622,0.35,0.000393695138242686,11,11,False
"1.0, 1.0, 0.0, 0.0, 1.0, 1.0","A_0, A_1, A_3, R_6, R_12, R_14",1.0,1.0,1.0,2,51.49215040774239,9966,7631,0.3,0.0007549727459286907,35,35,False
"1.0, 0.0, 0.0, 1.0, 1.0, 0.0","A_0, A_2, A_3, R_2, R_12, R_13",1.0,0.13443063274931202,0.8181818181818182,1,42.05338017422231,9981,7641,0.3,0.0003082912216163918,27,33,False
"0.0, 0.0, 1.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_3, R_4",1.0,1.0,1.0,2,52.00988418651396,9945,7646,0.3,0.0007625637066775436,35,35,False
"0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_4, R_5, R_7, R_10, R_14",0.0,1.0,1.0,1,50.3104,9948,7647,0.45,0.0003688230199749014,9,9,False
"1.0, 1.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, A_3, R_10, R_14, R_15",1.0,0.29712315285660296,0.8857142857142857,1,52.25050617589789,9973,7655,0.3,0.0003830458410788206,31,35,False
"1.0, 0.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_0, R_9",0.0,1.0,1.0,2,50.81611248951439,9998,7662,0.3,0.0007450607457609958,34,34,False
"0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_1, R_3, R_7, R_10",1.0,0.004960332468155193,0.5882352941176471,1,47.493540574822404,9666,7663,0.35,0.00034817276475850945,10,17,False
"0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_1, R_6, R_8, R_14",0.0,9.5367431640625e-07,0.25,1,54.474401279999995,9088,7669,0.4,0.0003993491045870085,3,12,False
"0.0, 1.0, 1.0, 1.0, 1.0","A_0, A_2, A_3, R_7, R_12",1.0,0.08101311022241207,0.7777777777777778,1,54.325640142657114,9994,7673,0.25,0.00039825854414762216,56,72,False
"1.0, 0.0, 0.0, 1.0","A_0, A_1, A_3, R_10",1.0,0.07559624160478988,0.7724137931034483,1,42.204842093329106,9979,7674,0.2,0.0003094015813514796,112,145,False
"0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_2, R_7, R_8, R_15",1.0,1.0,1.0,2,45.839999999999996,9492,7677,0.4,0.0006721014834169269,6,6,False
"1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_5, R_12, R_14",1.0,1.0,1.0,1,48.77375088835769,9919,7680,0.35,0.0003575579223808122,22,22,False
"0.0, 0.0, 0.0, 0.0, 1.0, 0.0","A_0, A_2, R_4, R_5, R_7, R_10",0.0,0.33887097580227143,0.8974358974358975,1,53.050164234286775,9879,7682,0.3,0.0003889080942122136,35,39,False
"0.0, 1.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_7",0.0,1.0,1.0,13,45.331666427316364,9976,7688,0.25,0.004320214259056373,68,68,False
"1.0, 1.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_15",0.0,1.0,1.0,12,48.94250793165166,9990,7689,0.25,0.004305540861650234,65,65,False
"0.0, 0.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_3, R_6, R_12",1.0,0.19189680918509794,0.8478260869565217,2,50.0479475151295,9957,7690,0.3,0.0007337979879339232,39,46,False
"0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_3, R_1, R_3, R_5, R_10",0.0,1.0,1.0,1,55.96065090254851,9827,7699,0.35,0.0004102447260534429,22,22,False
"0.0, 1.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_7, R_14",0.0,1.0,1.0,4,48.05405246837733,9976,7717,0.3,0.0014091273973905428,39,39,False
"1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_3, R_9, R_11",1.0,1.0,1.0,7,39.43098534742241,9997,7718,0.25,0.002023466036345506,75,75,False
"0.0, 1.0, 1.0, 0.0, 1.0, 0.0","A_1, A_2, A_3, R_1, R_2, R_11",0.0,0.08470329472543003,0.78125,1,53.142693229899294,9868,7719,0.3,0.0003895864196398996,25,32,False
"0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_2, R_3, R_5, R_13",0.0,1.0,1.0,2,43.536,9673,7719,0.4,0.0006383204664493746,7,7,False
"1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_2, A_3, R_0, R_15",0.0,0.06226739368858501,0.7575757575757576,1,41.79973133142047,9941,7734,0.25,0.0031866831679230596,50,66,False
"0.0, 1.0, 0.0, 1.0, 0.0","A_0, A_2, A_3, R_2, R_12",1.0,0.0825287471266731,0.7792207792207793,1,37.46144574228869,9890,7740,0.25,0.0002746279805228507,60,77,False
"0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_2, R_4, R_6, R_7, R_10",1.0,1.0,1.0,1,67.2496,9769,7741,0.4,0.0004930034458899974,9,9,False
"1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0","A_0, A_2, A_3, R_3, R_8, R_9, R_11",0.0,0.0017295609873737353,0.5294117647058824,1,49.2313109864448,9652,7743,0.35,0.00036091227251908376,9,17,False
"1.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_8, R_9, R_10",0.0,1.0,1.0,1,55.469392896459134,9998,7751,0.3,0.0004066433382411271,32,32,False
"0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_0, R_1",0.0,1.0,1.0,6,58.52960795754557,9971,7764,0.25,0.0025744657285391064,74,74,False
"1.0, 1.0, 0.0, 1.0, 1.0, 0.0","A_0, A_2, A_3, R_3, R_5, R_10",0.0,0.11635449038968909,0.8064516129032258,1,38.4046681888814,9906,7769,0.3,0.0002815426969882423,25,31,False
"1.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_14",1.0,1.0,1.0,3,45.02996812932726,9966,7779,0.25,0.000990337316031996,66,66,False
"0.0, 1.0, 0.0, 1.0, 0.0","A_0, A_1, A_3, R_6, R_9",1.0,0.1253815679310719,0.8125,1,47.130834262846484,9989,7782,0.25,0.000345513782970511,52,64,False
"0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_3, R_7, R_9, R_14",1.0,0.1253815679310719,0.8125,1,54.397484478464,9934,7785,0.35,0.000398785231371345,13,16,False
"0.0, 1.0, 1.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_1, R_7, R_8",1.0,0.13831004191434307,0.8205128205128205,1,55.1100203247006,9934,7797,0.3,0.0004040087959355177,32,39,False
"0.0, 1.0, 0.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_2, R_4, R_12",0.0,0.14347992566424797,0.8235294117647058,1,42.56599030754037,9879,7798,0.3,0.0003120491408028841,28,34,False
"1.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_13, R_15",1.0,1.0,1.0,2,46.02871228098818,9916,7803,0.3,0.000674868363957746,34,34,False
"0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_0, R_8",0.0,0.08749087064238434,0.7837837837837838,1,52.0278422280005,9971,7813,0.25,0.00038141350284054285,58,74,False
"1.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, R_10",0.0,0.08012724574276688,0.7769230769230769,1,34.10479424489155,9974,7824,0.2,0.00025002053668870725,101,130,False
"1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_2, A_3, R_2, R_10, R_11, R_15",0.0,0.23906771605510008,0.8666666666666667,1,41.993352191999996,9750,7824,0.35,0.00030785115948835795,13,15,False
"1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_3, R_0, R_13",1.0,0.0795031238958749,0.7763157894736842,1,51.52957557252408,9993,7830,0.25,0.00037776073497096504,59,76,False
"0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_3, R_6, R_7, R_9, R_11, R_14",1.0,0.47659904336004005,0.9285714285714286,1,35.489591296,9677,7831,0.4,0.0002601724144404675,13,14,False
"0.0, 1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_3, R_3, R_4, R_12",1.0,0.07816584462936413,0.775,1,45.13548478463826,9988,7831,0.3,0.00033088597598710196,31,40,False
"1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0","A_1, R_0, R_1, R_3, R_8, R_11, R_12, R_13",0.0,0.009094947017729282,0.625,1,48.856,9736,7834,0.4,0.0003581608864945177,5,8,False
"1.0, 0.0, 1.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_3, R_10",0.0,1.0,1.0,6,35.585326778701926,9974,7838,0.3,0.0015652454787854488,30,30,False
"1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_2, A_3, R_2, R_7, R_10, R_15",0.0,0.04866434177987885,0.7391304347826086,1,33.95056717832635,9910,7854,0.35,0.0033117859885895586,17,23,False
"1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_14",1.0,0.08906784972248656,0.7851851851851852,1,45.42947510402231,9973,7869,0.2,0.0003330412042786403,106,135,False
"0.0, 0.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, R_0, R_1, R_10",0.0,1.0,1.0,2,56.74465472387989,9950,7872,0.3,0.0008319844375196554,33,33,False
"1.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_2, A_3, R_10, R_11, R_15",0.0,0.08966986063941502,0.7857142857142857,1,41.989543849977245,9905,7876,0.3,0.00030782324072392895,22,28,False
"0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_2, R_3, R_6, R_11, R_13",1.0,1.0,1.0,1,45.0,9795,7880,0.45,0.0003298927438237534,4,4,False
"1.0, 0.0, 0.0, 1.0, 1.0","A_0, A_2, A_3, R_12, R_14",1.0,0.12816462070164994,0.8142857142857143,1,43.37450739347113,9922,7884,0.25,0.00031797633902301927,57,70,False
"0.0, 0.0, 0.0, 0.0, 0.0, 1.0","A_1, A_2, A_3, R_0, R_5, R_14",0.0,0.05209730135681393,0.7441860465116279,1,45.62046803054759,9950,7885,0.3,0.00415690972501178,32,43,False
"1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_7, R_10, R_13, R_14",0.0,0.0683823953129502,0.7647058823529411,1,40.167035490304,9835,7886,0.35,0.0002944625233147215,13,17,False
"1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0","A_2, A_3, R_3, R_5, R_7, R_10, R_11",1.0,0.010890643668188604,0.6363636363636364,1,48.861760000000004,9757,7897,0.35,0.0003582031127657272,7,11,False
"1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0","A_1, A_2, A_3, R_3, R_6, R_7, R_9, R_12",1.0,0.009094947017729282,0.625,1,39.633599999999994,9987,7905,0.4,0.00029055193448029133,5,8,False
"1.0, 0.0, 1.0, 0.0, 0.0","A_1, A_3, R_8, R_12, R_14",0.0,0.07125318561721058,0.7678571428571429,1,34.46787200741924,9984,7906,0.25,0.00025268224156207726,43,56,False
"1.0, 0.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_10, R_14",0.0,1.0,1.0,4,41.217414449172054,9974,7907,0.3,0.0012086511951962834,27,27,False
"1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_1, R_2, R_5, R_9, R_13",1.0,1.0,1.0,1,54.333333333333336,9414,7909,0.45,0.0003983149425427541,3,3,False
