Specified Values,Specified Attribute Names,panc_type01,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count,Epoch Complete
"2.0, [-905.1647050000004,8495.662971887301], [-959.9991,2784.29688525], [-959.9991,5720.924539878896], 4.0, 0.0","cig_stat, tot_Kcal, totalfolate_NDSRadj, total_GlyIndex, bmi_curc, agelevel",0.0,0.9223744292237442,0.9223744292237442,1,338.69792648269066,9846,3200,0.16216216216216217,0.0009489942533165888,202,219,True
"1.0, 1.0, 1.0, 1.0","asp, asppd, race7, sex",0.0,0.9006479481641468,0.9006479481641468,1,305.32954323018777,9952,3225,0.10810810810810811,0.0008404335909154556,1251,1389,True
"[-959.9991,5398.62347], [-959.9991,1536.13934535], [-959.9991,2358.5332558], 1.0","tot_Kcal, totalcarbadj, total_GlyIndex, race7",0.0,0.8744790798466411,0.8744790798466411,1,314.5320924405683,9994,3257,0.10810810810810811,0.000960616498578677,5246,5999,True
"[-959.9991,1919.9993838999999], [-959.9991,2976.14351851], [-959.9991,2688.4424987500006], 1.0, 1.0, 1.0","total_alcadj, totalfolate_NDSRadj, totalCALCIUMadj, asppd, race7, sex",0.0,0.9087564385577631,0.9087564385577631,1,311.16739062799985,9952,3263,0.16216216216216217,0.0008659914110217239,1235,1359,True
"[-959.9991,2976.14351851], 3.0, 1.0, 1.0","totalfolate_NDSRadj, bmi_curc, race7, sex",0.0,0.9161113288906311,0.9161113288906311,1,345.69534673784494,9955,3288,0.10810810810810811,0.001012249864556075,2337,2551,True
"2.0, [2134.6265299999995,5398.62347], [-959.9991,1595.9759757], [-959.9991,2592.14263182], [-959.9991,2496.53968107], 0.0, 2.0","cig_stat, tot_Kcal, total_GlyIndex, totalcholadj, totalCALCIUMadj, liver_comorbidity, occupat",0.0,0.9528130671506352,0.9528130671506352,1,400.0952638546993,9976,3306,0.1891891891891892,0.0011210228244391042,525,551,True
"[-959.9991,2400.01963888], [2134.6265299999995,5398.62347], [-959.9991,2592.14263182], [-959.9991,2496.53968107], 0.0, 2.0","total_alcadj, tot_Kcal, totalcholadj, totalCALCIUMadj, liver_comorbidity, occupat",0.0,0.9339788732394366,0.9339788732394366,1,371.71947108251413,9976,3310,0.16216216216216217,0.001041516981123933,1061,1136,True
"[-959.9991,3592.2284553125405], 0.0, 0.0, 1.0, 1.0","total_GlyIndex, diabetes_f, ibuppd, race7, sex",0.0,0.9102600743069449,0.9102600743069449,1,318.5914910894966,9994,3327,0.13513513513513514,0.0010094655615712274,3185,3499,True
"[2134.6265299999995,5398.62347], 0.0, 0.0, 1.0, 2.0","tot_Kcal, asppd, liver_comorbidity, total_Marital, occupat",0.0,0.9521829521829522,0.9521829521829522,1,422.3905854794149,9976,3359,0.13513513513513514,0.001183491857885583,458,481,True
"[-959.9991,8495.662971887301], [-959.9991,1296.23776425], 0.0, 1.0","tot_Kcal, totalfolate_NDSRadj, panc_fh, sex",0.0,0.9076923076923077,0.9076923076923077,1,319.4209115503514,9994,3398,0.10810810810810811,0.0009940587159175198,4366,4810,True
"[-959.9991,8495.662971887301], [1296.23776425,3164.527368019829], 0.0, 1.0","tot_Kcal, totalfolate_NDSRadj, panc_fh, sex",0.0,0.1,1.0,1,400.2078251008,3419,3419,0.10810810810810811,0.0011213382086423824,0,0,True
"[-959.9991,1888.998245], [-959.9991,8495.662971887301], [-959.9991,1296.23776425], [-959.9991,2979.6350005], 1.0, 1.0","cig_years, tot_Kcal, totalfolate_NDSRadj, total_GlyIndex, race7, sex",0.0,0.9112426035502958,0.9112426035502958,1,333.3807659143811,9994,3458,0.16216216216216217,0.0009940840340366334,4466,4901,True
"2.0, 0.0, [-959.9991,3141.99712], 5.0, 1.0","cig_stat, fh_cancer, age, educat, race7",0.0,0.8770764119601329,0.8770764119601329,1,307.5172972971643,9972,3673,0.13513513513513514,0.0008616295675650443,264,301,True
"[-959.9991,1343.9991491800001], 1.0, 9.0, 1.0","total_alcadj, race7, center, sex",0.0,0.9398340248962656,0.9398340248962656,1,362.03537191264434,9994,3691,0.10810810810810811,0.0010143832027858363,453,482,True
"2.0, 0.0, [-959.9991,3141.99712], 5.0, 1995.0","cig_stat, fh_cancer, age, educat, rndyear",0.0,0.7763157894736842,0.7763157894736842,1,317.9065326053936,9417,3708,0.13513513513513514,0.0008907390596314719,59,76,True
"1.0, 1.0","race7, sex",0.0,0.899171549808042,0.899171549808042,2,319.3243000400359,9994,3716,0.05405405405405406,0.0019867956798729196,4450,4949,True
"0.0, [-959.9991,2987.9972549999998], 1.0","fh_cancer, age, race7",0.0,0.8745684695051784,0.8745684695051784,1,319.90193833124425,9994,3769,0.08108108108108109,0.0009609493476532844,2280,2607,True
"[-959.9991,1919.9993838999999], [-959.9991,1296.23776425], [-959.9991,2688.4424987500006], 5.0, 1.0, 1.0","total_alcadj, totalfolate_NDSRadj, totalCALCIUMadj, educat, race7, sex",0.0,0.9312436804853387,0.9312436804853387,1,351.0472366495542,9955,3779,0.16216216216216217,0.0009835956590661943,921,989,True
"0.0, 1.0, 2.0","fh_cancer, race7, occupat",0.0,0.880039331366765,0.880039331366765,1,353.5466854407622,9976,3792,0.08108108108108109,0.0010295077613908805,895,1017,True
"0.0, 1.0, 1.0","fh_cancer, agelevel, sex",0.0,0.9006451612903226,0.9006451612903226,1,312.7575557411316,9994,3792,0.08108108108108109,0.000945101740186045,698,775,True
1.0,sex,0.0,0.8860859282617265,0.8860859282617265,5,306.04259756955247,9994,3824,0.02702702702702703,0.004512718372030975,4496,5074,True
"[-959.9991,1919.9993838999999], [3472.6391052901645,5398.62347], [-959.9991,1536.13934535], [-959.9991,2784.31326302], [-959.9991,3048.0783566], 1.0, 0.0","total_alcadj, tot_Kcal, totalcarbadj, totalCALCIUMadj, bmi_50, asppd, liver_comorbidity",0.0,0.8,0.8,1,338.72136049145195,9952,3824,0.1891891891891892,0.0009490599128258678,64,80,True
"0.0, [-959.9991,1296.23776425], [-959.9991,1609.9009732], [-959.9991,1410.3271774], 0.0, 1.0","cig_stat, totalfolate_NDSRadj, bmi_curr, bmi_20, agelevel, race7",0.0,0.9012096774193549,0.9012096774193549,1,334.6610744698296,9952,3876,0.16216216216216217,0.0009376834389827715,447,496,True
"0.0, [-959.9991,2112.0242842], [3634.0316876088564,8495.662971887301], [-959.9991,2979.6350005], 1.0","cig_stat, total_fatadj, tot_Kcal, total_GlyIndex, race7",0.0,0.8656716417910447,0.8656716417910447,1,351.9829622070808,9952,3876,0.13513513513513514,0.0009862174589277874,116,134,True
"[2134.6265299999995,8495.662971887301], 1.0, 1.0","tot_Kcal, race7, sex",0.0,0.9266994266994267,0.9266994266994267,2,337.1625704981977,9994,3936,0.08108108108108109,0.002022636680462461,2263,2442,True
"2.0, [-959.9991,5398.62347], [-959.9991,1296.23776425], 0.0, 1.0","cig_stat, tot_Kcal, totalfolate_NDSRadj, panc_fh, sex",0.0,0.9180977542932629,0.9180977542932629,2,342.5103243173569,9976,3936,0.13513513513513514,0.0020694611076079545,2085,2271,True
"[-959.9991,1919.9993838999999], [-959.9991,2688.4424987500006], 1.0, 3.0, 1.0","total_alcadj, totalCALCIUMadj, race7, total_Marital, sex",0.0,0.8986013986013986,0.8986013986013986,1,294.1089125952291,9929,4001,0.13513513513513514,0.0008240607517162562,257,286,True
"[-959.9991,1635.998515], [-959.9991,5720.924539878896], [-959.9991,3552.1074721], 1.0, 0.0, 1.0","pack_years, total_GlyIndex, totalcholadj, asppd, liver_comorbidity, race7",0.0,0.8807045636509208,0.8807045636509208,1,305.7499812544781,9972,4018,0.16216216216216217,0.0008422742487227622,1100,1249,True
"[-959.9991,5720.924539878896], 0.0, 0.0, 0.0, 1.0, 1.0","total_GlyIndex, asppd, liver_comorbidity, agelevel, total_Marital, sex",0.0,0.9269406392694064,0.9269406392694064,1,370.92566219047575,9976,4033,0.16216216216216217,0.0010392928161147195,406,438,True
"[-959.9991,1635.998515], [-959.9991,5720.924539878896], 2.0, 1.0, 0.0, 1.0","pack_years, total_GlyIndex, bmi_curc, asppd, liver_comorbidity, race7",0.0,0.867109634551495,0.867109634551495,1,291.90645583202917,9818,4092,0.16216216216216217,0.000817889710655685,261,301,True
"[-959.9991,5720.924539878896], 5.0, 2.0","total_GlyIndex, total_Marital, occupat",0.0,0.9464285714285714,0.9464285714285714,2,335.62530932802235,9865,4100,0.08108108108108109,0.0018807702375241626,53,56,True
"[-959.9991,1296.23776425], 0.0, [-959.9991,1410.3271774], 1.0, 1.0","totalfolate_NDSRadj, panc_fh, bmi_20, race7, sex",0.0,0.9124334784712144,0.9124334784712144,1,319.4211357159896,9994,4100,0.13513513513513514,0.0009940602493340412,3772,4134,True
"[-959.9991,1919.9993838999999], [-959.9991,2979.6350005], [-959.9991,3504.0749126799997], 9.0, 1.0","total_alcadj, total_GlyIndex, totalcholadj, center, sex",0.0,0.9351230425055929,0.9351230425055929,1,362.03537191264434,9994,4112,0.13513513513513514,0.0010143832027858363,418,447,True
"[-959.9991,1343.9987400000002], [2134.6265299999995,8495.662971887301]","total_alcadj, tot_Kcal",0.0,0.9077098366881884,0.9077098366881884,1,331.3660926037314,9994,4141,0.05405405405405406,0.0009859416338561626,2390,2633,True
"[894.5147840872896,1343.9987400000002], [2134.6265299999995,8495.662971887301], [-959.9991,1296.23776425], [-959.9991,5720.924539878896], 1.0, 1.0, 1.0","total_alcadj, tot_Kcal, totalfolate_NDSRadj, total_GlyIndex, race7, center, sex",0.0,0.0979591836734694,0.9795918367346939,1,408.786003456,4173,4173,0.1891891891891892,0.001145373318770007,0,0,True
"[-959.9991,1535.99856], [-959.9991,5720.924539878896], 1.0","pack_years, total_GlyIndex, race7",0.0,0.8752189994160016,0.8752189994160016,1,327.2651981064952,9994,4202,0.08108108108108109,0.0009606169503603342,4496,5137,True
"0.0, 1.0","asp, sex",0.0,0.8893864755933721,0.8893864755933721,1,353.52292740546164,9994,4219,0.05405405405405406,0.0010294245521459775,1986,2233,True
"[2134.6265299999995,5398.62347], 2.0, 1996.0","tot_Kcal, bmi_curc, rndyear",0.0,0.9398496240601504,0.9398496240601504,1,348.8935619297326,9976,4265,0.08108108108108109,0.0009775612999136343,125,133,True
"[-959.9991,1888.998245], [-959.9991,3529.159103], 0.0, 1.0, 1.0","cig_years, bmi_curr, gallblad_f, race7, sex",0.0,0.9042050261259019,0.9042050261259019,1,333.2652369178582,9994,4302,0.13513513513513514,0.0009934518084256795,3634,4019,True
"[-959.9991,1888.998245], [-959.9991,3529.159103], 1.0, 1.0","cig_years, bmi_curr, race7, sex",0.0,0.9009401513414355,0.9009401513414355,1,333.25567635423005,9994,4304,0.10810810810810811,0.0009933994888058195,3929,4361,True
"[-959.9991,2783.99763791], [-959.9991,2112.0242842], [-959.9991,1296.23776425], [-959.9991,1609.9009732], 1.0, 1997.0","total_alcadj, total_fatadj, totalfolate_NDSRadj, bmi_curr, race7, rndyear",0.0,0.8898514851485149,0.8898514851485149,1,311.8369464598858,9912,4373,0.16216216216216217,0.0009004439546669991,719,808,True
"[-905.1647050000004,3143.169710873455], [-959.9991,1296.23776425], [-959.9991,2979.6350005], [-959.9991,1410.3271774], 1.0, 1997.0","tot_Kcal, totalfolate_NDSRadj, total_GlyIndex, bmi_20, race7, rndyear",0.0,0.8888888888888888,0.8888888888888888,1,311.94391873527485,9912,4373,0.16216216216216217,0.0009009122742348892,616,693,True
"[-959.9991,5720.924539878896], 1.0, 0.0, 1.0","total_GlyIndex, asppd, liver_comorbidity, race7",0.0,0.8836023789294817,0.8836023789294817,1,305.74678269228986,9972,4471,0.10810810810810811,0.0008422602455686138,1040,1177,True
"[-959.9991,1535.99856], [-959.9991,1251.8580253], 1.0","pack_years, total_GlyIndex, race7",0.0,0.8745921696574225,0.8745921696574225,1,327.2651981064952,9994,4471,0.08108108108108109,0.0009606169503603342,4289,4904,True
"[-959.9991,1296.23776425], [-959.9991,2979.6350005], 3.0, 0.0, 1.0, 1.0","totalfolate_NDSRadj, total_GlyIndex, bmi_curc, panc_fh, race7, sex",0.0,0.9164937759336099,0.9164937759336099,1,344.4972570666937,9955,4484,0.16216216216216217,0.0010070046845779314,1767,1928,True
"4.0, 0.0, 0.0, 1.0","bmi_curc, diabetes_f, fh_cancer, sex",0.0,0.8979057591623036,0.8979057591623036,1,281.57275699555737,9859,4570,0.10810810810810811,0.0008138535615872227,343,382,True
"[-959.9991,1535.99856], [-959.9991,1251.8580253], [-959.9991,1200.00758984]","pack_years, total_GlyIndex, Totalredmeatadj",0.0,0.8673650919153983,0.8673650919153983,1,310.39152467132885,9994,4583,0.08108108108108109,0.0009596549375586886,4388,5059,True
"2.0, [-959.9991,2976.02721927], [2134.6265299999995,5398.62347], [-959.9991,1595.9759757], 0.0, 4.0, 1.0","cig_stat, total_fatadj, tot_Kcal, total_GlyIndex, asp, race7, total_Marital",0.0,0.875,0.875,1,282.8256,9837,4636,0.1891891891891892,0.0007924461536511148,7,8,True
"[-959.9991,5720.924539878896], 0.0, [-959.9991,1410.3271774], 0.0, 1.0, 1.0","total_GlyIndex, diabetes_f, bmi_20, agelevel, race7, sex",0.0,0.9309173272933182,0.9309173272933182,1,348.9029465888831,9976,4654,0.16216216216216217,0.0009880266980694388,822,883,True
"[-959.9991,5720.924539878896], 2.0, 0.0, 1.0, 1.0","total_GlyIndex, bmi_curc, agelevel, race7, sex",0.0,0.93717277486911,0.93717277486911,2,342.5142170339833,9976,4718,0.13513513513513514,0.001919374157497788,179,191,True
"[-905.1647050000004,8495.662971887301], [-959.9991,2592.16301104], [-959.9991,2928.1408596799997]","tot_Kcal, totalfolate_NDSRadj, totalcholadj",0.0,0.8660554116005581,0.8660554116005581,1,301.033189012584,9994,4729,0.08108108108108109,0.0009596546748432242,4345,5017,True
"2.0, [-959.9991,2976.02721927], [-959.9991,3024.0967817600003], 0.0, 0.0, 0.0, 1.0","cig_stat, total_fatadj, totalcarbadj, asp, ibup, liver_comorbidity, race7",0.0,0.8917861799217731,0.8917861799217731,1,383.3751979580827,9976,4756,0.1891891891891892,0.0010741750429491437,684,767,True
"[-959.9991,2976.02721927], [-959.9991,2592.16301104], [-959.9991,1595.9759757], 0.0, [-959.9991,1892.99829]","total_fatadj, totalfolate_NDSRadj, total_GlyIndex, asp, age",0.0,0.8569682151589242,0.8569682151589242,1,314.4026682820837,9994,4768,0.13513513513513514,0.00097419372895081,2103,2454,True
"[-959.9991,1199.998875], 0.0, 1996.0, 1.0","pack_years, gallblad_f, rndyear, sex",0.0,0.8986013986013986,0.8986013986013986,1,339.5136059988285,9976,4805,0.10810810810810811,0.0009551418264563798,771,858,True
"[2134.6265299999995,5398.62347], [-959.9991,1595.9759757], [-959.9991,2496.53968107], [-959.9991,2185.8949927000003], 0.0, 2.0","tot_Kcal, total_GlyIndex, totalCALCIUMadj, bmi_20, liver_comorbidity, occupat",0.0,0.9407665505226481,0.9407665505226481,3,371.71947108251413,9976,4829,0.16216216216216217,0.0031245509433717993,810,861,True
"[-959.9991,2987.4090576999997], 1.0, 9.0, 1.0","total_GlyIndex, race7, center, sex",0.0,0.9435897435897436,0.9435897435897436,1,362.03537191264434,9994,4902,0.10810810810810811,0.0010143832027858363,368,390,True
"[-959.9991,1919.9993838999999], [2134.6265299999995,8495.662971887301], [-959.9991,2359.7715980520256], 0.0, 2.0","total_alcadj, tot_Kcal, total_GlyIndex, agelevel, occupat",0.0,0.931350114416476,0.931350114416476,1,385.4944269632116,9976,4915,0.13513513513513514,0.0010801128890062907,407,437,True
"[-959.9991,1595.9759757], [-959.9991,2640.0729217400003], [-959.9991,2496.53968107], [-959.9991,2185.8949927000003], 2.0","total_GlyIndex, totalcholadj, totalCALCIUMadj, bmi_20, occupat",0.0,0.8970753655793026,0.8970753655793026,1,346.36457902371,9976,4939,0.13513513513513514,0.0010043534233230662,1595,1778,True
"[-959.9991,4734.1101304881995], 0.0, 7.0, 1.0, 9.0, 1.0","tot_Kcal, diabetes_f, ibuppd, race7, center, sex",0.0,1.0,1.0,1,434.226053632,9535,4947,0.16216216216216217,0.0012166535349550432,13,13,True
"[-959.9991,1440.02007878], 2.0, 0.0, 1.0, 1.0","Totalredmeatadj, bmi_curc, agelevel, race7, sex",0.0,0.9351351351351351,0.9351351351351351,1,342.5142170339833,9976,5008,0.13513513513513514,0.000959687078748894,173,185,True
"[-959.9991,1199.998875], 0.0, 1.0","pack_years, gallblad_f, sex",0.0,0.8984993178717599,0.8984993178717599,1,333.26503617522087,9994,5023,0.08108108108108109,0.0009934507098734514,3293,3665,True
"[-959.9991,2111.99802], [-959.9991,2979.6350005], [-959.9991,2592.5803557], 0.0, 2.0, 1.0","cig_years, total_GlyIndex, totalCALCIUMadj, gallblad_f, agelevel, total_Marital",0.0,0.8801980198019802,0.8801980198019802,1,341.60903023744567,9955,5049,0.16216216216216217,0.0009926010760768133,889,1010,True
"[-959.9991,2064.13667244], [-959.9991,3312.04572177], [-959.9991,3052.8538418000003], 1996.0","totalcarbadj, total_proteinadj, bmi_50, rndyear",0.0,0.8786653185035389,0.8786653185035389,1,359.454464792389,9976,5080,0.10810810810810811,0.001024981936631418,869,989,True
"[-959.9991,2987.4090576999997], 0.0, 1.0, 1.0","total_GlyIndex, gallblad_f, race7, sex",0.0,0.9172233517281441,0.9172233517281441,3,319.4336955634591,9994,5098,0.10810810810810811,0.002982438496840474,3158,3443,True
"[2134.6265299999995,5398.62347], [-959.9991,1595.9759757], [-959.9991,3021.993345], [-959.9991,2592.14263182], [-959.9991,2496.53968107], 5.0, 2.0","tot_Kcal, total_GlyIndex, total_GlyLoad, totalcholadj, totalCALCIUMadj, educat, occupat",0.0,0.96,0.96,1,375.78244393311115,9734,5105,0.1891891891891892,0.0010529009831656314,168,175,True
"[2134.6265299999995,5398.62347], [-959.9991,1595.9759757], [-959.9991,3191.2940463], 0.0, [-959.9991,2185.8949927000003], 0.0, 2.0","tot_Kcal, total_GlyIndex, bmi_curr, diabetes_f, bmi_20, liver_comorbidity, occupat",0.0,0.9352708058124174,0.9352708058124174,1,371.87591814626745,9976,5105,0.1891891891891892,0.0010419553285504791,708,757,True
"[-959.9991,2111.99802], [-959.9991,1583.998515], [-959.9991,1296.23776425], [-959.9991,3024.11479803], [-959.9991,1609.9009732]","cig_years, pack_years, totalfolate_NDSRadj, totalcholadj, bmi_curr",0.0,0.8693523258401958,0.8693523258401958,1,310.39152467132885,9994,5152,0.13513513513513514,0.0009596549375586886,3906,4493,True
"[-959.9991,2603.2601785], 5.0, 1996.0, 1.0","total_GlyIndex, total_Marital, rndyear, sex",0.0,1.0,1.0,3,357.92843223919107,9898,5203,0.10810810810810811,0.003008628031659658,24,24,True
"[-959.9991,2112.11609513], [-959.9991,2987.4090576999997], [-959.9991,2613.997615]","totalcarbadj, total_GlyIndex, age",0.0,0.8664323374340949,0.8664323374340949,1,301.033189012584,9994,5220,0.08108108108108109,0.0009596546748432242,3944,4552,True
"[-959.9991,1199.998875], [-959.9991,2064.1083375199996], 0.0","pack_years, totalcarbadj, gallblad_f",0.0,0.8762376237623762,0.8762376237623762,1,310.562294132102,9994,5232,0.08108108108108109,0.0009608230947953893,3540,4040,True
"[-959.9991,1919.9993838999999], [-959.9991,1296.23776425], [-959.9991,2613.997615], 1.0","total_alcadj, totalfolate_NDSRadj, age, race7",0.0,0.8754690431519699,0.8754690431519699,1,314.5320924405683,9994,5265,0.10810810810810811,0.000960616498578677,3733,4264,True
"[-959.9991,2987.4090576999997], [-959.9991,2688.4424987500006], 5.0, 1.0, 1.0, 1.0","total_GlyIndex, totalCALCIUMadj, educat, race7, total_Marital, sex",0.0,0.9335394126738794,0.9335394126738794,1,351.74660056438523,9955,5265,0.16216216216216217,0.0009855551996605049,604,647,True
"[-959.9991,1775.998335], [-959.9991,1595.9759757], [-959.9991,2640.0729217400003], [-959.9991,2496.53968107], [-959.9991,2185.8949927000003], 0.0, 2.0","cig_years, total_GlyIndex, totalcholadj, totalCALCIUMadj, bmi_20, liver_comorbidity, occupat",0.0,0.8990353697749196,0.8990353697749196,1,348.08813776380316,9976,5334,0.1891891891891892,0.0010103899503125721,1398,1555,True
"1.0, [-959.9991,1595.9759757], [-959.9991,2496.53968107], [-959.9991,2185.8949927000003], 0.0, 0.0, 2.0","cig_stat, total_GlyIndex, totalCALCIUMadj, bmi_20, ibup, liver_comorbidity, occupat",0.0,0.8110236220472441,0.8110236220472441,1,342.14080786651965,9929,5341,0.1891891891891892,0.0009586408274247754,103,127,True
"[-959.9991,2928.0194486799996], [-959.9991,1595.9759757], [-959.9991,2496.53968107], 0.0, 0.0, 2.0","total_fatadj, total_GlyIndex, totalCALCIUMadj, ibup, liver_comorbidity, occupat",0.0,0.8979947689625108,0.8979947689625108,1,346.6170800054565,9976,5388,0.16216216216216217,0.001005237773218276,1030,1147,True
"[-959.9991,2736.02746801], [-959.9991,1776.15008037], [-959.9991,2613.997615], 1.0","total_fatadj, totalcholadj, age, race7",0.0,0.8743583475922757,0.8743583475922757,1,314.5320924405683,9994,5455,0.10810810810810811,0.000960616498578677,3577,4091,False
"[-959.9991,2987.4090576999997], [-959.9991,2613.997615], 1.0","total_GlyIndex, age, race7",0.0,0.8742353804746757,0.8742353804746757,1,314.5320924405683,9994,5462,0.08108108108108109,0.000960616498578677,3573,4087,False
"[2134.6265299999995,5398.62347], [-959.9991,1595.9759757], [-959.9991,3021.993345], [-959.9991,2592.14263182], [-959.9991,1374.9125310000002], 5.0, 2.0","tot_Kcal, total_GlyIndex, total_GlyLoad, totalcholadj, bmi_curr, educat, occupat",0.0,0.9567901234567902,0.9567901234567902,1,375.7423612204713,9734,5503,0.1891891891891892,0.0010527886758233704,155,162,False
"[-959.9991,5720.924539878896], [-959.9991,1410.3271774], 0.0, 1.0, 1.0","total_GlyIndex, bmi_20, agelevel, race7, sex",0.0,0.9275905118601748,0.9275905118601748,2,349.1154553370373,9976,5525,0.13513513513513514,0.0019775419613544377,743,801,False
"[-959.9991,1775.998335], [-959.9991,1296.23776425], [-959.9991,2640.0729217400003], [-959.9991,1609.9009732], 0.0, 1.0","cig_years, totalfolate_NDSRadj, totalcholadj, bmi_curr, liver_comorbidity, race7",0.0,0.8750668806848582,0.8750668806848582,1,327.2990477466592,9994,5560,0.16216216216216217,0.0009608021905171551,3271,3738,False
"[2134.6265299999995,5398.62347], 0.0, 1.0, 2.0","tot_Kcal, liver_comorbidity, total_Marital, occupat",0.0,0.9364599092284418,0.9364599092284418,1,386.6496516835631,9976,5596,0.10810810810810811,0.0010833497013254204,619,661,False
"[-905.1647050000004,6432.788384283354], [-959.9991,5720.924539878896], 0.0, 0.0, 1.0","tot_Kcal, total_GlyIndex, ibuppd, liver_comorbidity, sex",0.0,0.9063881076737645,0.9063881076737645,1,319.2085355207252,9994,5602,0.13513513513513514,0.001012842300781819,2256,2489,False
"[-959.9991,2496.53968107], [-959.9991,1330.7952736428256], 0.0, 4.0, 5.0, 1.0","totalCALCIUMadj, bmi_20, gallblad_f, race7, total_Marital, sex",0.0,0.09140316205533597,0.9140316205533596,1,398.2637658682947,5602,5602,0.16216216216216217,0.00111589116897812,0,0,False
"[-959.9991,1919.9993838999999], [-959.9991,2979.6350005], 0.0, 1.0, 9.0, 1.0","total_alcadj, total_GlyIndex, panc_fh, fh_cancer, center, sex",0.0,0.9520958083832335,0.9520958083832335,1,373.18091931170267,9881,5611,0.16216216216216217,0.0010456117979579845,159,167,False
"[-959.9991,4734.1101304881995], [-959.9991,2694.9375250000003], 0.0, 1.0, 9.0","tot_Kcal, total_GlyIndex, panc_fh, race7, center",0.0,0.9111111111111111,0.9111111111111111,1,353.20076208516286,9994,5630,0.13513513513513514,0.0009896295999408463,328,360,False
"[-959.9991,4734.1101304881995], 9.0, 1.0","tot_Kcal, center, sex",0.0,0.9425981873111783,0.9425981873111783,1,362.03537191264684,9994,5645,0.08108108108108109,0.0010143832027858432,312,331,False
7.0,race7,1.0,1.0,1.0,8,39.39530322514078,9990,5672,0.02702702702702703,0.0008830503748651371,26,26,False
"[2134.6265299999995,5398.62347], 4.0, 0.0, 1.0","tot_Kcal, bmi_curc, liver_comorbidity, total_Marital",0.0,0.9318181818181818,0.9318181818181818,2,327.2635439447653,9952,5674,0.10810810810810811,0.001947758493835308,369,396,False
"[2134.6265299999995,5398.62347], [-959.9991,1595.9759757], [-959.9991,2496.53968107], [-959.9991,3191.2940463], 0.0, 2.0","tot_Kcal, total_GlyIndex, totalCALCIUMadj, bmi_curr, liver_comorbidity, occupat",0.0,0.9379310344827586,0.9379310344827586,1,371.7194710662826,9976,5694,0.16216216216216217,0.0010415169810784543,680,725,False
"[-959.9991,8495.662971887301], [-959.9991,2592.16301104], [-959.9991,2979.6350005], [-959.9991,1753.854593], 0.0, 1.0, 1.0","tot_Kcal, totalfolate_NDSRadj, total_GlyIndex, bmi_50, agelevel, race7, sex",0.0,0.9276485788113695,0.9276485788113695,1,348.9632169039613,9976,5699,0.1891891891891892,0.0009882377865430558,718,774,False
"2.0, [-959.9991,1410.3271774], 0.0, 1.0, 1.0","bmi_curc, bmi_20, agelevel, race7, sex",0.0,0.9285714285714286,0.9285714285714286,1,345.0420812435079,9976,5736,0.13513513513513514,0.0009667698756024675,143,154,False
"[-959.9991,4734.1101304881995], 1.0, 1.0","tot_Kcal, race7, sex",0.0,0.9135802469135802,0.9135802469135802,1,319.4217888849897,9994,5794,0.08108108108108109,0.0009940647173700176,2886,3159,False
"[2134.6265299999995,5398.62347], [-959.9991,2832.1186137], [-959.9991,1595.9759757], [-959.9991,2185.8949927000003], 0.0, 0.0, 2.0","tot_Kcal, totalcarbadj, total_GlyIndex, bmi_20, asppd, liver_comorbidity, occupat",0.0,0.9577039274924471,0.9577039274924471,1,421.74739277758715,9976,5808,0.1891891891891892,0.0011816897028380205,317,331,False
"2.0, [2134.6265299999995,5398.62347], [-959.9991,2496.53968107], 0.0, 0.0, 0.0, 1.0","cig_stat, tot_Kcal, totalCALCIUMadj, fh_cancer, asp, liver_comorbidity, sex",0.0,0.9587628865979382,0.9587628865979382,2,381.9988674819401,9976,5832,0.1891891891891892,0.0021406374333521813,186,194,False
"[2134.6265299999995,5398.62347], [-959.9991,1824.27468465], [-959.9991,1595.9759757], [-959.9991,2496.53968107], [2514.6024940137545,3191.2940463], 0.0, 2.0","tot_Kcal, totalfolate_NDSRadj, total_GlyIndex, totalCALCIUMadj, bmi_curr, liver_comorbidity, occupat",0.0,0.0935483870967742,0.9354838709677419,1,460.0419837405867,5849,5849,0.1891891891891892,0.0012889869252757057,0,0,False
"[-959.9991,2592.14263182], 6.0, 0.0","totalcholadj, asppd, liver_comorbidity",0.0,0.8518518518518519,0.8518518518518519,1,319.1933942807814,9911,5865,0.08108108108108109,0.0008943447041874884,184,216,False
"2.0, [-959.9991,5398.62347], [-959.9991,2640.0900490000004], 0.0","cig_stat, tot_Kcal, totalcarbadj, liver_comorbidity",0.0,0.8916987355689939,0.8916987355689939,1,337.75022032364745,9976,5873,0.10810810810810811,0.0010138910434043134,1622,1819,False
"[-959.9991,1199.998875], [-959.9991,1919.9993838999999], [-959.9991,2979.6350005], 1.0, 9.0, 1.0","cig_years, total_alcadj, total_GlyIndex, fh_cancer, center, sex",0.0,0.9482758620689655,0.9482758620689655,1,379.8974783481411,9881,5902,0.16216216216216217,0.0010644308559718146,165,174,False
"[-959.9991,3407.9968049999998], [2134.6265299999995,5398.62347], [-959.9991,1595.9759757], [-959.9991,2185.8949927000003], 0.0, 0.0, 2.0","cig_years, tot_Kcal, total_GlyIndex, bmi_20, asppd, gallblad_f, occupat",0.0,0.9530201342281879,0.9530201342281879,1,426.97263813115035,9976,5924,0.1891891891891892,0.0011963302643088157,284,298,False
